"DATE","PRECIP","PET","TEMP","FLOW_mmday","FLOW_cumecs"
1961-01-01,1.11340709192,0.308286000447,1.52304216900001,1.19434071222329,5.745
1961-01-02,1.48263273956,0.0507335708802,1.66308358400005,1.17687776708373,5.661
1961-01-03,7.09044618147,0.000306070820395,-0.773757529999955,1.15317805582291,5.547
1961-01-04,1.89092917415,0.136073900705,0.477503764999994,1.11201539942252,5.349
1961-01-05,4.85240909543,6.36629042137e-05,-1.03689758999997,1.21804042348412,5.859
1961-01-06,2.00020918803,0.0741459720106,-0.0191265059999637,1.2945447545717,6.227
1961-01-07,5.34220022275,0.0743372767805,-2.65909261999997,1.15317805582291,5.547
1961-01-08,0.835325651422,0,-2.43130647599997,1.07085274302214,5.151
1961-01-09,0.836093667219,0.00541166684714,-1.01506024099996,0.853189605389798,4.104
1961-01-10,0.65217212255,0.0506625072066,-1.91682981899999,0.770864292589028,3.708
1961-01-11,6.50902945196,0.715231580619,-0.292036897999992,0.888531280076997,4.274
1961-01-12,5.01748132357,0,0.606005271000015,5.1432531280077,24.74
1961-01-13,0.327821754502,0.061137008667,0.76935241000001,2.18286814244466,10.5
1961-01-14,0.00797361350049,0.134632873535,-0.46767695799997,1.40036188642926,6.736
1961-01-15,0.00955421321055,0.0171009167131,-2.29781626499999,1.40036188642926,6.736
1961-01-16,0.237514530823,0.0793774524367,-3.43000752999995,1.17687776708373,5.661
1961-01-17,0.00431751872259,0.0431040522564,-1.725131777,1.23571126082772,5.944
1961-01-18,1.76054963539,0.391811876412,0.543260542000041,1.42967468719923,6.877
1961-01-19,0.674206864934,0.177446388337,1.884130271,1.86520885466795,8.972
1961-01-20,1.54327265729,0.0201749732695,-0.31187876499996,1.42967468719923,6.877
1961-01-21,0.00897164756216,0.0877430008118,-0.295218372999955,1.19434071222329,5.745
1961-01-22,0.00897164756216,0.101384698339,0.138949548000028,1.19434071222329,5.745
1961-01-23,0.0466157176769,0.129499522749,-1.271460843,1.09434456207892,5.264
1961-01-24,0.526170826822,0.469148824301,-0.803049698999985,1.05318190567854,5.066
1961-01-25,1.82949191431,0.464938317724,-0.818317017999959,0.735522617901829,3.538
1961-01-26,11.1676107576,1.07045957267,0.320048946000043,0.558398460057748,2.686
1961-01-27,12.0403758254,0,1.56511671700002,7.11822906641001,34.24
1961-01-28,5.20052263483,0.480274356704,0.575037651000002,0.49312030798845,2.372
1961-01-29,9.43808256811,0.629708237246,0.892262801000015,2.32423484119346,11.18
1961-01-30,5.11800908501,0.25764866105,0.763761294999995,2.15376323387873,10.36
1961-01-31,0.451245134503,0.259458555658,0.326073042000019,1.50035803657363,7.217
1961-02-01,0.0762746079731,0.114263897632,-0.150432981999984,1.23571126082772,5.944
1961-02-02,1.13690515285,0.0421932082578,-2.09314759,1.07085274302214,5.151
1961-02-03,4.69906240509,0.158828533127,-2.639909639,0.988527430221367,4.755
1961-02-04,4.49855504862,0,-3.10960090399999,1.05318190567854,5.066
1961-02-05,6.43615294451,0.399526940771,-0.210146836999968,2.97701636188643,14.32
1961-02-06,4.76416819675,0.319796642625,0.598569277000024,4.06013474494706,19.53
1961-02-07,2.71949753607,0.550024083149,1.23968373500003,2.50094321462945,12.03
1961-02-08,10.139567131,0.33195425746,3.15419804200002,8.70860442733398,41.89
1961-02-09,11.5350390089,0.952858945548,3.90269201800004,10.1784023099134,48.96
1961-02-10,4.4758610814,0.106507230092,3.32198795200003,13.1200769971126,63.11
1961-02-11,8.1716767252,0.394024106681,2.66434488000004,5.65466794995188,27.2
1961-02-12,5.55096290841,0.448359625024,3.387104669,10.4715303176131,50.37
1961-02-13,1.30544986185,0.651922901567,4.77479292200002,14.0015399422522,67.35
1961-02-14,1.73290328125,0.364404039498,6.41490963900003,13.3549951876805,64.24
1961-02-15,0.638966204937,0.369163237422,4.60847138600002,6.47168431183831,31.13
1961-02-16,0.00651265081474,0.146171294063,3.993674699,6.0018479307026,28.87
1961-02-17,2.40164402163,0.602889279285,4.77703313300003,6.35526467757459,30.57
1961-02-18,0.447032345355,0.598134015554,5.94926581300001,7.59014436958614,36.51
1961-02-19,0.603847066802,0.610502201678,4.94120858400004,5.37193455245428,25.84
1961-02-20,0.00578334362355,0.934344629495,5.88917545200002,5.09543792107796,24.51
1961-02-21,0,0.372027734963,3.20766189800003,2.55915303176131,12.31
1961-02-22,0,0.433786525497,1.47174322300003,1.71802117420597,8.264
1961-02-23,0,0.498479048028,1.94209337300003,1.2768739172281,6.142
1961-02-24,0.850384705114,0.826214599609,1.27078313300001,1.17687776708373,5.661
1961-02-25,3.93597224495,0.585934852692,1.46385542199999,1.07085274302214,5.151
1961-02-26,8.24684394277,1.14836837585,3.068166416,2.41154956689124,11.6
1961-02-27,15.3975561846,0.781232277744,2.16300828300001,2.47183830606352,11.89
1961-02-28,7.64795971272,0.818408791416,3.18196536100004,4.18279114533205,20.12
1961-03-01,5.75548069727,0.223103718585,3.83373494,7.70656400384986,37.07
1961-03-02,1.4622943431,0.672040677358,4.05805722900004,7.648354186718,36.79
1961-03-03,1.32216574793,0.740713978963,3.91920180700004,5.33035611164581,25.64
1961-03-04,0.656673958484,0.721445841962,5.27038780100003,6.47168431183831,31.13
1961-03-05,0.0706857424332,0.714063088291,5.81189759,3.60069297401347,17.32
1961-03-06,0.0244149181238,0.741759518543,4.810353916,2.50094321462945,12.03
1961-03-07,0,0.410955663474,5.01824171700002,3.18282964388835,15.31
1961-03-08,0.00698585880612,0.835206548852,6.97782379500001,3.39487969201155,16.33
